happiness_score,gdp,family,health,freedom,generosity,corruption,region,year,country,social_wellbeing,positive_factors
3.964,0.344,0.792,0.211,0.394,0.185,0.094,Unknown,2018,Guinea,1.0030000000000001,0.8290000000000001
3.808,0.472,1.215,0.079,0.423,0.116,0.112,Unknown,2018,Lesotho,1.294,0.8990000000000001
3.795,0.73,1.125,0.269,0.0,0.079,0.061,Unknown,2018,Angola,1.3940000000000001,0.748
3.774,0.262,0.908,0.402,0.221,0.155,0.049,Unknown,2018,Madagascar,1.31,0.589
3.692,0.357,1.094,0.248,0.406,0.132,0.099,Unknown,2018,Zimbabwe,1.342,0.796
3.632,0.332,0.537,0.255,0.085,0.191,0.036,Unknown,2018,Afghanistan,0.792,0.5720000000000001
3.59,1.017,1.174,0.417,0.557,0.042,0.092,Unknown,2018,Botswana,1.591,1.5239999999999998
3.587,0.186,0.541,0.306,0.531,0.21,0.08,Unknown,2018,Malawi,0.847,0.8470000000000001
3.582,0.315,0.714,0.289,0.025,0.392,0.104,Unknown,2018,Haiti,1.003,0.628
3.495,0.076,0.858,0.267,0.419,0.206,0.03,Unknown,2018,Liberia,1.125,0.6709999999999999
3.462,0.689,0.382,0.539,0.088,0.376,0.144,Unknown,2018,Syria,0.921,1.0090000000000001
3.408,0.332,0.896,0.4,0.636,0.2,0.444,Unknown,2018,Rwanda,1.296,0.724
3.355,0.442,1.073,0.343,0.244,0.083,0.064,Unknown,2018,Yemen,1.416,0.7049999999999998
3.303,0.455,0.991,0.381,0.481,0.27,0.097,Unknown,2018,Tanzania,1.3719999999999999,1.109
3.254,0.337,0.608,0.177,0.112,0.224,0.106,Unknown,2018,South Sudan,0.7849999999999999,0.5670000000000001
3.083,0.024,0.0,0.01,0.305,0.218,0.038,Unknown,2018,Central African Republic,0.01,0.509
2.905,0.091,0.627,0.145,0.065,0.149,0.076,Unknown,2018,Burundi,0.772,0.22899999999999998
7.769,1.34,1.587,0.986,0.596,0.153,0.393,Unknown,2019,Finland,2.573,1.696
7.6,1.383,1.573,0.996,0.592,0.252,0.41,Unknown,2019,Denmark,2.569,1.8170000000000004
7.554,1.488,1.582,1.028,0.603,0.271,0.341,Unknown,2019,Norway,2.6100000000000003,2.021
7.494,1.38,1.624,1.026,0.591,0.354,0.118,Unknown,2019,Iceland,2.6500000000000004,2.207
7.488,1.396,1.522,0.999,0.557,0.322,0.298,Unknown,2019,Netherlands,2.521,1.9769999999999999
7.48,1.452,1.526,1.052,0.572,0.263,0.343,Unknown,2019,Switzerland,2.5780000000000003,1.944
7.343,1.387,1.487,1.009,0.574,0.267,0.373,Unknown,2019,Sweden,2.496,1.8549999999999998
7.307,1.303,1.557,1.026,0.585,0.33,0.38,Unknown,2019,New Zealand,2.583,1.838
7.278,1.365,1.505,1.039,0.584,0.285,0.308,Unknown,2019,Canada,2.5439999999999996,1.926
7.246,1.376,1.475,1.016,0.532,0.244,0.226,Unknown,2019,Austria,2.491,1.9260000000000002
7.228,1.372,1.548,1.036,0.557,0.332,0.29,Unknown,2019,Australia,2.584,1.971
7.167,1.034,1.441,0.963,0.558,0.144,0.093,Unknown,2019,Costa Rica,2.404,1.643
7.139,1.276,1.455,1.029,0.371,0.261,0.082,Unknown,2019,Israel,2.484,1.8259999999999998
7.09,1.609,1.479,1.012,0.526,0.194,0.316,Unknown,2019,Luxembourg,2.491,2.013
7.054,1.333,1.538,0.996,0.45,0.348,0.278,Unknown,2019,United Kingdom,2.534,1.8529999999999998
7.021,1.499,1.553,0.999,0.516,0.298,0.31,Unknown,2019,Ireland,2.552,2.003
6.985,1.373,1.454,0.987,0.495,0.261,0.265,Unknown,2019,Germany,2.441,1.8639999999999999
6.923,1.356,1.504,0.986,0.473,0.16,0.21,Unknown,2019,Belgium,2.49,1.7790000000000001
6.892,1.433,1.457,0.874,0.454,0.28,0.128,Unknown,2019,United States,2.331,2.0389999999999997
6.852,1.269,1.487,0.92,0.457,0.046,0.036,Unknown,2019,Czech Republic,2.407,1.736
6.825,1.503,1.31,0.825,0.598,0.262,0.182,Unknown,2019,United Arab Emirates,2.135,2.181
6.726,1.3,1.52,0.999,0.564,0.375,0.151,Unknown,2019,Malta,2.519,2.088
6.595,1.07,1.323,0.861,0.433,0.074,0.073,Unknown,2019,Mexico,2.184,1.5040000000000002
6.592,1.324,1.472,1.045,0.436,0.111,0.183,Unknown,2019,France,2.517,1.688
6.446,1.368,1.43,0.914,0.351,0.242,0.097,Unknown,2019,Taiwan,2.344,1.864
6.444,1.159,1.369,0.92,0.357,0.187,0.056,Unknown,2019,Chile,2.289,1.647
6.436,0.8,1.269,0.746,0.535,0.175,0.078,Unknown,2019,Guatemala,2.0149999999999997,1.432
6.375,1.403,1.357,0.795,0.439,0.08,0.132,Unknown,2019,Saudi Arabia,2.152,1.79
6.374,1.684,1.313,0.871,0.555,0.22,0.167,Unknown,2019,Qatar,2.184,2.2920000000000003
6.354,1.286,1.484,1.062,0.362,0.153,0.079,Unknown,2019,Spain,2.5460000000000003,1.7220000000000002
6.321,1.149,1.442,0.91,0.516,0.109,0.054,Unknown,2019,Panama,2.352,1.72
6.3,1.004,1.439,0.802,0.39,0.099,0.086,Unknown,2019,Brazil,2.241,1.407
6.293,1.124,1.465,0.891,0.523,0.127,0.15,Unknown,2019,Uruguay,2.356,1.6240000000000003
6.262,1.572,1.463,1.141,0.556,0.271,0.453,Unknown,2019,Singapore,2.604,1.946
6.253,0.794,1.242,0.789,0.43,0.093,0.074,Unknown,2019,El Salvador,2.031,1.2429999999999999
6.223,1.294,1.488,1.039,0.231,0.158,0.03,Unknown,2019,Italy,2.527,1.653
6.199,1.362,1.368,0.871,0.536,0.255,0.11,Unknown,2019,Bahrain,2.239,2.043
6.198,1.246,1.504,0.881,0.334,0.121,0.014,Unknown,2019,Slovakia,2.385,1.687
6.192,1.231,1.477,0.713,0.489,0.185,0.016,Unknown,2019,Trinidad & Tobago,2.19,1.8890000000000002
6.182,1.206,1.438,0.884,0.483,0.117,0.05,Unknown,2019,Poland,2.322,1.756
6.174,0.745,1.529,0.756,0.631,0.322,0.24,Unknown,2019,Uzbekistan,2.285,1.458
6.149,1.238,1.515,0.818,0.291,0.043,0.042,Unknown,2019,Lithuania,2.3329999999999997,1.5299999999999998
6.125,0.985,1.41,0.841,0.47,0.099,0.034,Unknown,2019,Colombia,2.251,1.52
6.118,1.258,1.523,0.953,0.564,0.144,0.057,Unknown,2019,Slovenia,2.476,1.909
6.105,0.694,1.325,0.835,0.435,0.2,0.127,Unknown,2019,Nicaragua,2.16,1.202
6.1,0.882,1.232,0.758,0.489,0.262,0.006,Unknown,2019,Kosovo,1.99,1.627
6.086,1.092,1.432,0.881,0.471,0.066,0.05,Unknown,2019,Argentina,2.3129999999999997,1.5790000000000002
6.07,1.162,1.232,0.825,0.462,0.083,0.005,Unknown,2019,Romania,2.057,1.702
6.046,1.263,1.223,1.042,0.406,0.19,0.041,Unknown,2019,Cyprus,2.265,1.818
6.028,0.912,1.312,0.868,0.498,0.126,0.087,Unknown,2019,Ecuador,2.18,1.449
6.021,1.5,1.319,0.808,0.493,0.142,0.097,Unknown,2019,Kuwait,2.127,2.038
6.008,1.05,1.409,0.828,0.557,0.359,0.028,Unknown,2019,Thailand,2.237,1.9380000000000002
5.94,1.187,1.465,0.812,0.264,0.075,0.064,Unknown,2019,Latvia,2.277,1.462
5.895,1.301,1.219,1.036,0.159,0.175,0.056,Unknown,2019,South Korea,2.255,1.579
5.893,1.237,1.528,0.874,0.495,0.103,0.161,Unknown,2019,Estonia,2.402,1.6740000000000002
5.89,0.831,1.478,0.831,0.49,0.107,0.028,Unknown,2019,Jamaica,2.309,1.4
5.888,1.12,1.402,0.798,0.498,0.215,0.06,Unknown,2019,Mauritius,2.2,1.7730000000000001
5.886,1.327,1.419,1.088,0.445,0.069,0.14,Unknown,2019,Japan,2.507,1.701
5.86,0.642,1.236,0.828,0.507,0.246,0.078,Unknown,2019,Honduras,2.064,1.317
5.809,1.173,1.508,0.729,0.41,0.146,0.096,Unknown,2019,Kazakhstan,2.237,1.6329999999999998
5.779,0.776,1.209,0.706,0.511,0.137,0.064,Unknown,2019,Bolivia,1.915,1.3599999999999999
5.758,1.201,1.41,0.828,0.199,0.081,0.02,Unknown,2019,Hungary,2.238,1.461
5.743,0.855,1.475,0.777,0.514,0.184,0.08,Unknown,2019,Paraguay,2.2520000000000002,1.4729999999999999
5.718,1.263,1.252,1.042,0.417,0.191,0.162,Unknown,2019,Northern Cyprus,2.294,1.709
5.697,0.96,1.274,0.854,0.455,0.083,0.027,Unknown,2019,Peru,2.128,1.471
5.693,1.221,1.431,0.999,0.508,0.047,0.025,Unknown,2019,Portugal,2.43,1.7510000000000001
5.653,0.677,0.886,0.535,0.313,0.22,0.098,Unknown,2019,Pakistan,1.421,1.1119999999999999
5.648,1.183,1.452,0.726,0.334,0.082,0.031,Unknown,2019,Russia,2.178,1.5680000000000003
5.631,0.807,1.293,0.657,0.558,0.117,0.107,Unknown,2019,Philippines,1.95,1.3750000000000002
5.603,1.004,1.383,0.854,0.282,0.137,0.039,Unknown,2019,Serbia,2.237,1.3840000000000001
5.529,0.685,1.328,0.739,0.245,0.181,0.0,Unknown,2019,Moldova,2.067,1.111
5.525,1.044,1.303,0.673,0.416,0.133,0.152,Unknown,2019,Libya,1.976,1.441
5.523,1.051,1.361,0.871,0.197,0.142,0.08,Unknown,2019,Montenegro,2.232,1.3099999999999998
5.467,0.493,1.098,0.718,0.389,0.23,0.144,Unknown,2019,Tajikistan,1.816,0.9680000000000001
5.432,1.155,1.266,0.914,0.296,0.119,0.022,Unknown,2019,Croatia,2.18,1.548
5.43,1.438,1.277,1.122,0.44,0.258,0.287,Unknown,2019,Hong Kong,2.399,1.8490000000000002
5.425,1.015,1.401,0.779,0.497,0.113,0.101,Unknown,2019,Dominican Republic,2.18,1.524
5.386,0.945,1.212,0.845,0.212,0.263,0.006,Unknown,2019,Bosnia and Herzegovina,2.057,1.414
5.373,1.183,1.36,0.808,0.195,0.083,0.106,Unknown,2019,Turkey,2.168,1.355
5.339,1.221,1.171,0.828,0.508,0.26,0.024,Unknown,2019,Malaysia,1.999,1.965
5.323,1.067,1.465,0.789,0.235,0.094,0.142,Unknown,2019,Belarus,2.254,1.2540000000000002
5.287,1.181,1.156,0.999,0.067,0.0,0.034,Unknown,2019,Greece,2.155,1.214
5.285,0.948,1.531,0.667,0.317,0.235,0.038,Unknown,2019,Mongolia,2.198,1.462
5.274,0.983,1.294,0.838,0.345,0.185,0.034,Unknown,2019,North Macedonia,2.132,1.4789999999999999
5.265,0.696,1.111,0.245,0.426,0.215,0.041,Unknown,2019,Nigeria,1.3559999999999999,1.296
5.261,0.551,1.438,0.723,0.508,0.3,0.023,Unknown,2019,Kyrgyzstan,2.161,1.3360000000000003
5.247,1.052,1.538,0.657,0.394,0.244,0.028,Unknown,2019,Turkmenistan,2.1950000000000003,1.6620000000000001
5.211,1.002,1.16,0.785,0.086,0.073,0.114,Unknown,2019,Algeria,1.9449999999999998,1.047
5.208,0.801,0.782,0.782,0.418,0.036,0.076,Unknown,2019,Morocco,1.564,1.179
5.208,1.043,1.147,0.769,0.351,0.035,0.182,Unknown,2019,Azerbaijan,1.916,1.2469999999999999
5.197,0.987,1.224,0.815,0.216,0.166,0.027,Unknown,2019,Lebanon,2.0389999999999997,1.342
5.192,0.931,1.203,0.66,0.491,0.498,0.028,Unknown,2019,Indonesia,1.863,1.8920000000000001
5.191,1.029,1.125,0.893,0.521,0.058,0.1,Unknown,2019,China,2.018,1.5079999999999998
5.175,0.741,1.346,0.851,0.543,0.147,0.073,Unknown,2019,Vietnam,2.197,1.358
5.082,0.813,1.321,0.604,0.457,0.37,0.167,Unknown,2019,Bhutan,1.9249999999999998,1.473
5.044,0.549,0.91,0.331,0.381,0.187,0.037,Unknown,2019,Cameroon,1.241,1.08
5.011,1.092,1.513,0.815,0.311,0.081,0.004,Unknown,2019,Bulgaria,2.328,1.48
4.996,0.611,0.868,0.486,0.381,0.245,0.04,Unknown,2019,Ghana,1.354,1.197
4.944,0.569,0.808,0.232,0.352,0.154,0.09,Unknown,2019,Ivory Coast,1.04,0.985
4.913,0.446,1.226,0.677,0.439,0.285,0.089,Unknown,2019,Nepal,1.903,1.081
4.906,0.837,1.225,0.815,0.383,0.11,0.13,Unknown,2019,Jordan,2.04,1.2000000000000002
4.883,0.393,0.437,0.397,0.349,0.175,0.082,Unknown,2019,Benin,0.8340000000000001,0.8350000000000001
4.812,0.673,0.799,0.508,0.372,0.105,0.093,Unknown,2019,Congo (Brazzaville),1.307,1.057
4.799,1.057,1.183,0.571,0.295,0.043,0.055,Unknown,2019,Gabon,1.754,1.3399999999999999
4.796,0.764,1.03,0.551,0.547,0.266,0.164,Unknown,2019,Laos,1.581,1.413
4.722,0.96,1.351,0.469,0.389,0.13,0.055,Unknown,2019,South Africa,1.8199999999999998,1.4240000000000002
4.719,0.947,0.848,0.874,0.383,0.178,0.027,Unknown,2019,Albania,1.722,1.481
4.707,0.96,1.427,0.805,0.154,0.064,0.047,Unknown,2019,Venezuela,2.232,1.131
4.7,0.574,1.122,0.637,0.609,0.232,0.062,Unknown,2019,Cambodia,1.7590000000000001,1.3529999999999998
4.696,0.657,1.247,0.672,0.225,0.103,0.066,Unknown,2019,Palestinian Territories,1.919,0.919
4.681,0.45,1.134,0.571,0.292,0.153,0.072,Unknown,2019,Senegal,1.7049999999999998,0.8230000000000001
4.668,0.0,0.698,0.268,0.559,0.243,0.27,Unknown,2019,Somalia,0.966,0.532
4.639,0.879,1.313,0.477,0.401,0.07,0.056,Unknown,2019,Namibia,1.79,1.294
4.628,0.138,0.774,0.366,0.318,0.188,0.102,Unknown,2019,Niger,1.1400000000000001,0.542
4.587,0.331,1.056,0.38,0.255,0.177,0.113,Unknown,2019,Burkina Faso,1.436,0.6500000000000001
4.559,0.85,1.055,0.815,0.283,0.095,0.064,Unknown,2019,Armenia,1.8699999999999999,1.164
4.548,1.1,0.842,0.785,0.305,0.27,0.125,Unknown,2019,Iran,1.627,1.55
4.534,0.38,0.829,0.375,0.332,0.207,0.086,Unknown,2019,Guinea,1.204,0.833
4.519,0.886,0.666,0.752,0.346,0.043,0.164,Unknown,2019,Georgia,1.4180000000000001,1.111
4.516,0.308,0.939,0.428,0.382,0.269,0.167,Unknown,2019,Gambia,1.367,0.7919999999999999
4.509,0.512,0.983,0.581,0.431,0.372,0.053,Unknown,2019,Kenya,1.564,1.262
4.49,0.57,1.167,0.489,0.066,0.106,0.088,Unknown,2019,Mauritania,1.6560000000000001,0.6539999999999999
4.466,0.204,0.986,0.39,0.494,0.197,0.138,Unknown,2019,Mozambique,1.376,0.757
4.461,0.921,1.0,0.815,0.167,0.059,0.055,Unknown,2019,Tunisia,1.815,1.092
4.456,0.562,0.928,0.723,0.527,0.166,0.143,Unknown,2019,Bangladesh,1.651,1.1119999999999999
4.437,1.043,0.98,0.574,0.241,0.148,0.089,Unknown,2019,Iraq,1.5539999999999998,1.3429999999999997
4.418,0.094,1.125,0.357,0.269,0.212,0.053,Unknown,2019,Congo (Kinshasa),1.482,0.5219999999999999
4.39,0.385,1.105,0.308,0.327,0.153,0.052,Unknown,2019,Mali,1.413,0.813
4.374,0.268,0.841,0.242,0.309,0.252,0.045,Unknown,2019,Sierra Leone,1.083,0.7839999999999999
4.366,0.949,1.265,0.831,0.47,0.244,0.047,Unknown,2019,Sri Lanka,2.096,1.616
4.36,0.71,1.181,0.555,0.525,0.566,0.172,Unknown,2019,Myanmar,1.7360000000000002,1.6289999999999998
4.35,0.35,0.766,0.192,0.174,0.198,0.078,Unknown,2019,Chad,0.958,0.644
4.332,0.82,1.39,0.739,0.178,0.187,0.01,Unknown,2019,Ukraine,2.129,1.175
4.286,0.336,1.033,0.532,0.344,0.209,0.1,Unknown,2019,Ethiopia,1.565,0.7889999999999999
4.212,0.811,1.149,0.0,0.313,0.074,0.135,Unknown,2019,Swaziland,1.149,1.0630000000000002
4.189,0.332,1.069,0.443,0.356,0.252,0.06,Unknown,2019,Uganda,1.512,0.8799999999999999
4.166,0.913,1.039,0.644,0.241,0.076,0.067,Unknown,2019,Egypt,1.6829999999999998,1.163
4.107,0.578,1.058,0.426,0.431,0.247,0.087,Unknown,2019,Zambia,1.484,1.1689999999999998
4.085,0.275,0.572,0.41,0.293,0.177,0.085,Unknown,2019,Togo,0.982,0.6600000000000001
4.015,0.755,0.765,0.588,0.498,0.2,0.085,Unknown,2019,India,1.353,1.368
3.975,0.073,0.922,0.443,0.37,0.233,0.033,Unknown,2019,Liberia,1.365,0.643
3.973,0.274,0.757,0.505,0.142,0.275,0.078,Unknown,2019,Comoros,1.262,0.6130000000000001
3.933,0.274,0.916,0.555,0.148,0.169,0.041,Unknown,2019,Madagascar,1.471,0.55
3.802,0.489,1.169,0.168,0.359,0.107,0.093,Unknown,2019,Lesotho,1.337,0.862
3.775,0.046,0.447,0.38,0.22,0.176,0.18,Unknown,2019,Burundi,0.827,0.262
3.663,0.366,1.114,0.433,0.361,0.151,0.089,Unknown,2019,Zimbabwe,1.5470000000000002,0.789
3.597,0.323,0.688,0.449,0.026,0.419,0.11,Unknown,2019,Haiti,1.137,0.658
3.488,1.041,1.145,0.538,0.455,0.025,0.1,Unknown,2019,Botswana,1.683,1.4209999999999998
3.462,0.619,0.378,0.44,0.013,0.331,0.141,Unknown,2019,Syria,0.8180000000000001,0.8220000000000001
3.41,0.191,0.56,0.495,0.443,0.218,0.089,Unknown,2019,Malawi,1.0550000000000002,0.763
3.38,0.287,1.163,0.463,0.143,0.108,0.077,Unknown,2019,Yemen,1.6260000000000001,0.4609999999999999
3.334,0.359,0.711,0.614,0.555,0.217,0.411,Unknown,2019,Rwanda,1.325,0.72
3.231,0.476,0.885,0.499,0.417,0.276,0.147,Unknown,2019,Tanzania,1.384,1.022
3.203,0.35,0.517,0.361,0.0,0.158,0.025,Unknown,2019,Afghanistan,0.878,0.483
3.083,0.026,0.0,0.105,0.225,0.235,0.035,Unknown,2019,Central African Republic,0.105,0.45099999999999996
2.853,0.306,0.575,0.295,0.01,0.202,0.091,Unknown,2019,South Sudan,0.8699999999999999,0.42700000000000005
